"","human_perf","algorithm_perf","Strategy","CD","CM","CE"
"1",0,0.588468363120939,"Automation",965.521964,963.416946876708,1309.53844901242
"2",0,0.592649272021057,"Automation",965.521964,962.599741241364,1309.53844901242
"3",0,0.597020029325808,"Automation",965.521964,961.548932059811,1309.53844901242
"4",0,0.601588092501518,"Automation",965.521964,960.222581349386,1309.53844901242
"5",0,0.606361033183083,"Automation",965.521964,958.576522717721,1309.53844901242
"6",0,0.611346508022688,"Automation",965.521964,956.564973649627,1309.53844901242
"7",0,0.61655222350574,"Automation",965.521964,954.141146923243,1309.53844901242
"8",0,0.621985893898428,"Automation",965.521964,951.257834873596,1309.53844901242
"9",0,0.627655191407045,"Automation",965.521964,947.867946724495,1309.53844901242
"10",0,0.633567687543393,"Automation",965.521964,943.924986013762,1309.53844901242
"11",0,0.639730784605608,"Automation",965.521964,939.383461582976,1309.53844901242
"12",0,0.646151636102785,"Automation",965.521964,934.199231251753,1309.53844901242
"13",0,0.652837054879253,"Automation",965.521964,928.329781910989,1309.53844901242
"14",0,0.659793407635938,"Automation",965.521964,921.734453278002,1309.53844901242
"15",0,0.667026494509329,"Automation",965.521964,914.374615007149,1309.53844901242
"16",0,0.674541412362491,"Automation",965.521964,906.213808366729,1309.53844901242
"17",0,0.682342400479073,"Automation",965.521964,897.217864438933,1309.53844901242
"18",0,0.69043266744462,"Automation",965.521964,887.355010946418,1309.53844901242
"19",0,0.698814198167381,"Automation",965.521964,876.59597951789,1309.53844901242
"20",0,0.707487540253788,"Automation",965.521964,864.914124614342,1309.53844901242
"21",0,0.716451569336529,"Automation",965.521964,852.285564556515,1309.53844901242
"22",0,0.725703233483434,"Automation",965.521964,838.689354200621,1309.53844901242
"23",0,0.735237277524774,"Automation",965.521964,824.107697851049,1309.53844901242
"24",0,0.745045949058894,"Automation",965.521964,808.526209994871,1309.53844901242
"25",0,0.755118689066754,"Automation",965.521964,791.934230387701,1309.53844901242
"26",0,0.765441811519363,"Automation",965.521964000004,774.325198885457,1309.53844901242
"27",0,0.77599817812864,"Automation",965.521964000038,755.697094154098,1309.53844901242
"28",0,0.786766876493333,"Automation",965.521964000331,736.052938934374,1309.53844901242
"29",0,0.797722912333484,"Automation",965.521964002392,715.401372811329,1309.53844901242
"30",0,0.808836929271738,"Automation",965.521964014482,693.757291346183,1309.53844901242
"31",0,0.820074972655056,"Automation",965.521964074683,671.142547869498,1309.53844901242
"32",0,0.831398317115939,"Automation",965.521964332693,647.58671110131,1309.53844901242
"33",0,0.842763380784943,"Automation",965.521965296804,623.127867948627,1309.53844901242
"34",0,0.854121752044378,"Automation",965.521968474853,597.813456233464,1309.53844901242
"35",0,0.86542035712059,"Automation",965.521977815344,571.701106645518,1309.53844901242
"36",0,0.876601798207628,"Automation",965.522002530598,544.859466847911,1309.53844901242
"37",0,0.887604891646896,"Automation",965.52206192848,517.36897340423,1309.53844901242
"38",0,0.898365433304371,"Automation",965.522192622786,489.322529135812,1309.53844901242
"39",0,0.908817212968485,"Automation",965.522457817719,460.826034872577,1309.53844901242
"40",0,0.918893290608381,"Automation",965.522957321967,431.998715697166,1309.53844901242
"41",0,0.928527534043893,"Automation",965.523835826958,402.973173268533,1309.53844901242
"42",0,0.937656399577612,"Automation",965.52528623574,373.895088457555,1309.53844901242
"43",0,0.946220914438453,"Automation",965.527544898677,344.922493423093,1309.53844901242
"44",0,0.954168793142985,"Automation",965.530876721264,316.224530791941,1309.53844901242
"45",0,0.961456590633127,"Automation",965.535550120178,287.979621460079,1309.53844901242
"46",0,0.968051765914874,"Automation",965.541804235003,260.372973617185,1309.53844901242
"47",0,0.973934504695386,"Automation",965.549812990121,233.593385924111,1309.53844901242
"48",0,0.979099133058202,"Automation",965.559651923964,207.829329232492,1309.53844901242
"49",0,0.983554952057797,"Automation",965.571273783819,183.264335249585,1309.53844901242
"50",0,0.987326340661266,"Automation",965.584497687278,160.071777610056,1309.53844901242
"51",0.0204081632653061,0.588468363120939,"Automation",965.521964,963.416946876708,1290.00522873528
"52",0.0204081632653061,0.592649272021057,"Automation",965.521964,962.599741241364,1290.00522873528
"53",0.0204081632653061,0.597020029325808,"Automation",965.521964,961.548932059811,1290.00522873528
"54",0.0204081632653061,0.601588092501518,"Automation",965.521964,960.222581349386,1290.00522873528
"55",0.0204081632653061,0.606361033183083,"Automation",965.521964,958.576522717721,1290.00522873528
"56",0.0204081632653061,0.611346508022688,"Automation",965.521963999999,956.564973649627,1290.00522873528
"57",0.0204081632653061,0.61655222350574,"Automation",965.521963999989,954.141146923243,1290.00522873528
"58",0.0204081632653061,0.621985893898428,"Automation",965.521963999888,951.257834873596,1290.00522873528
"59",0.0204081632653061,0.627655191407045,"Automation",965.521963999101,947.867946724495,1290.00522873528
"60",0.0204081632653061,0.633567687543393,"Automation",965.521963993956,943.924986013762,1290.00522873528
"61",0.0204081632653061,0.639730784605608,"Automation",965.52196396536,939.383461582976,1290.00522873528
"62",0.0204081632653061,0.646151636102785,"Automation",965.521963828365,934.199231251753,1290.00522873528
"63",0.0204081632653061,0.652837054879253,"Automation",965.521963255276,928.329781910989,1290.00522873528
"64",0.0204081632653061,0.659793407635938,"Automation",965.521961136699,921.734453278002,1290.00522873528
"65",0.0204081632653061,0.667026494509329,"Automation",965.52195414023,914.374615007149,1290.00522873528
"66",0.0204081632653061,0.674541412362491,"Automation",965.521933294089,906.213808366729,1290.00522873528
"67",0.0204081632653061,0.682342400479073,"Automation",965.52187674775,897.217864438933,1290.00522873528
"68",0.0204081632653061,0.69043266744462,"Automation",965.521735952029,887.355010946418,1290.00522873528
"69",0.0204081632653061,0.698814198167381,"Automation",965.521411733399,876.59597951789,1290.00522873528
"70",0.0204081632653061,0.707487540253788,"Automation",965.520716520534,864.914124614342,1290.00522873528
"71",0.0204081632653061,0.716451569336529,"Automation",965.519319728456,852.285564556515,1290.00522873528
"72",0.0204081632653061,0.725703233483434,"Automation",965.516675248903,838.689354200621,1290.00522873528
"73",0.0204081632653061,0.735237277524774,"Automation",965.511933029606,824.107697851049,1290.00522873528
"74",0.0204081632653061,0.745045949058894,"Automation",965.503840367258,808.526209994871,1290.00522873528
"75",0.0204081632653061,0.755118689066754,"Automation",965.490642035808,791.934230387701,1290.00522873528
"76",0.0204081632653061,0.765441811519363,"Automation",965.469990915918,774.325198885457,1290.00522873528
"77",0.0204081632653061,0.77599817812864,"Automation",965.438881760191,755.697094154098,1290.00522873528
"78",0.0204081632653061,0.786766876493333,"Automation",965.393619854367,736.052938934374,1290.00522873528
"79",0.0204081632653061,0.797722912333484,"Automation",965.329833753641,715.401372811329,1290.00522873528
"80",0.0204081632653061,0.808836929271738,"Automation",965.242537455792,693.757291346183,1290.00522873528
"81",0.0204081632653061,0.820074972655056,"Automation",965.126242973279,671.142547869498,1290.00522873528
"82",0.0204081632653061,0.831398317115939,"Automation",964.975119955189,647.58671110131,1290.00522873528
"83",0.0204081632653061,0.842763380784943,"Automation",964.783195334059,623.127867948627,1290.00522873528
"84",0.0204081632653061,0.854121752044378,"Automation",964.544583276548,597.813456233464,1290.00522873528
"85",0.0204081632653061,0.86542035712059,"Automation",964.253734123773,571.701106645518,1290.00522873528
"86",0.0204081632653061,0.876601798207628,"Automation",963.905690449775,544.859466847911,1290.00522873528
"87",0.0204081632653061,0.887604891646896,"Automation",963.496338646487,517.36897340423,1290.00522873528
"88",0.0204081632653061,0.898365433304371,"Automation",963.022645297804,489.322529135812,1290.00522873528
"89",0.0204081632653061,0.908817212968485,"Automation",962.482868765631,460.826034872577,1290.00522873528
"90",0.0204081632653061,0.918893290608381,"Automation",961.876737648539,431.998715697166,1290.00522873528
"91",0.0204081632653061,0.928527534043893,"Automation",961.20558892682,402.973173268533,1290.00522873528
"92",0.0204081632653061,0.937656399577612,"Automation",960.472459592681,373.895088457555,1290.00522873528
"93",0.0204081632653061,0.946220914438453,"Automation",959.682126376151,344.922493423093,1290.00522873528
"94",0.0204081632653061,0.954168793142985,"Automation",958.841088882024,316.224530791941,1290.00522873528
"95",0.0204081632653061,0.961456590633127,"Automation",957.957492175565,287.979621460079,1290.00522873528
"96",0.0204081632653061,0.968051765914874,"Automation",957.040985762324,260.372973617185,1290.00522873528
"97",0.0204081632653061,0.973934504695386,"Automation",956.102517192107,233.593385924111,1290.00522873528
"98",0.0204081632653061,0.979099133058202,"Automation",955.15406037264,207.829329232492,1290.00522873528
"99",0.0204081632653061,0.983554952057797,"Automation",954.208281272186,183.264335249585,1290.00522873528
"100",0.0204081632653061,0.987326340661266,"Automation",953.278147129752,160.071777610056,1290.00522873528
"101",0.0408163265306122,0.588468363120939,"Automation",965.521963999991,963.416946876708,1270.47200845814
"102",0.0408163265306122,0.592649272021057,"Automation",965.521963999908,962.599741241364,1270.47200845814
"103",0.0408163265306122,0.597020029325808,"Automation",965.52196399924,961.548932059811,1270.47200845814
"104",0.0408163265306122,0.601588092501518,"Automation",965.521963994772,960.222581349386,1270.47200845814
"105",0.0408163265306122,0.606361033183083,"Automation",965.521963969419,958.576522717721,1270.47200845814
"106",0.0408163265306122,0.611346508022688,"Automation",965.521963845617,956.564973649627,1270.47200845814
"107",0.0408163265306122,0.61655222350574,"Automation",965.521963318459,954.141146923243,1270.47200845814
"108",0.0408163265306122,0.621985893898428,"Automation",965.521961337439,951.257834873596,1270.47200845814
"109",0.0408163265306122,0.627655191407045,"Automation",965.521954694682,947.867946724495,1270.47200845814
"110",0.0408163265306122,0.633567687543393,"Automation",965.521934618829,943.924986013762,1270.47200845814
"111",0.0408163265306122,0.639730784605608,"Automation",965.521879431619,939.383461582976,1270.47200845814
"112",0.0408163265306122,0.646151636102785,"Automation",965.521740287373,934.199231251753,1270.47200845814
"113",0.0408163265306122,0.652837054879253,"Automation",965.521416053406,928.329781910989,1270.47200845814
"114",0.0408163265306122,0.659793407635938,"Automation",965.520712932076,921.734453278002,1270.47200845814
"115",0.0408163265306122,0.667026494509329,"Automation",965.519284940747,914.374615007149,1270.47200845814
"116",0.0408163265306122,0.674541412362491,"Automation",965.516553163553,906.213808366729,1270.47200845814
"117",0.0408163265306122,0.682342400479073,"Automation",965.511604738209,897.217864438933,1270.47200845814
"118",0.0408163265306122,0.69043266744462,"Automation",965.503076401846,887.355010946418,1270.47200845814
"119",0.0408163265306122,0.698814198167381,"Automation",965.489031328466,876.59597951789,1270.47200845814
"120",0.0408163265306122,0.707487540253788,"Automation",965.466841077111,864.914124614342,1270.47200845814
"121",0.0408163265306122,0.716451569336529,"Automation",965.43308601549,852.285564556515,1270.47200845814
"122",0.0408163265306122,0.725703233483434,"Automation",965.38348722073,838.689354200621,1270.47200845814
"123",0.0408163265306122,0.735237277524774,"Automation",965.312880648096,824.107697851049,1270.47200845814
"124",0.0408163265306122,0.745045949058894,"Automation",965.215240735788,808.526209994871,1270.47200845814
"125",0.0408163265306122,0.755118689066754,"Automation",965.083756243575,791.934230387701,1270.47200845814
"126",0.0408163265306122,0.765441811519363,"Automation",964.910956719824,774.325198885457,1270.47200845814
"127",0.0408163265306122,0.77599817812864,"Automation",964.688884165971,755.697094154098,1270.47200845814
"128",0.0408163265306122,0.786766876493333,"Automation",964.409301628793,736.052938934374,1270.47200845814
"129",0.0408163265306122,0.797722912333484,"Automation",964.06392877541,715.401372811329,1270.47200845814
"130",0.0408163265306122,0.808836929271738,"Automation",963.644693960247,693.757291346183,1270.47200845814
